"range","area","pt","brte","nsamp","elev","pgraze","tburn","pgrassf","sppr","wtpr","propwtr","tburn2","hillshade","medwtpcp","medsppcp","medpropwtr"
"Toiyabe","Grass Springs","GSSG12",30,31,2110,0.833333333,5,0.19047619047619,118,262,0.689473684210526,25,196,182,73,0.713725490196078
"Shoshone","Underdown","UN02.2",27,31,2147,1,9,0.904761904761905,104,303,0.744471744471744,81,220,152,81.5,0.721988165680473
"Shoshone","Underdown","UN03.1",28,31,2207,1,9,0.619047619047619,104,303,0.744471744471744,81,213,152,81.5,0.721988165680473
"Shoshone","Underdown","UN03.2",23,31,2246,1,6,0.523809523809524,104,303,0.744471744471744,36,210,152,81.5,0.721988165680473
"Shoshone","Underdown","UN0B1",31,31,2083,1,6,0.952380952380952,60,190,0.76,36,183,104,60,0.68780487804878
"Shoshone","Underdown","UN0B2",30,31,2129,1,6,0.80952380952381,104,303,0.744471744471744,36,191,175,85,0.728
"Shoshone","Underdown","UN0B3",30,31,2135,1,6,0.523809523809524,104,303,0.744471744471744,36,188,175,85,0.728
"Shoshone","Underdown","UN0B4",31,31,2137,1,6,0.285714285714286,104,303,0.744471744471744,36,206,175,85,0.728
"Shoshone","Underdown","UN0B5",28,31,2231,1,6,0.285714285714286,104,303,0.744471744471744,36,198,175,85,0.728
"Shoshone","Underdown","UN0B6",29,31,2245,1,6,0.666666666666667,104,303,0.744471744471744,36,193,175,85,0.728
"Shoshone","Underdown","UN0B7",27,31,2259,1,6,0.523809523809524,104,303,0.744471744471744,36,203,175,85,0.728
"Toiyabe","Wall","WA03.1",17,31,2151,1,10,0.380952380952381,101,243,0.706395348837209,100,202,109,67,0.695488721804511
"Toiyabe","Wall","WA03.2",29,31,2201,1,10,0.285714285714286,101,243,0.706395348837209,100,231,119.5,74,0.68984962406015
"Toiyabe","Wall","WA04.2",31,31,2303,1,10,0.142857142857143,142,323,0.694623655913978,100,199,148,102,0.694623655913978
"Toiyabe","Wall","WA05.1",29,31,2356,1,10,0.333333333333333,142,323,0.694623655913978,100,193,160,95.5,0.681942178151542
"Toiyabe","Wall","WA05.2",29,31,2414,1,10,0.19047619047619,142,323,0.694623655913978,100,223,148,102,0.694623655913978
"Toiyabe","Wall","WA06.1",22,31,2405,1,10,0.0952380952380952,142,323,0.694623655913978,100,237,160,95.5,0.681942178151542
"Toiyabe","Wall","WA0B1",31,31,2174,1,10,0.0952380952380952,101,243,0.706395348837209,100,214,133,81,0.695488721804511
"Toiyabe","Wall","WA0B2",28,31,2212,1,10,0.19047619047619,142,323,0.694623655913978,100,172,183,102,0.694623655913978
"Toiyabe","Wall","WA0B3",28,31,2227,1,10,0.0476190476190476,142,323,0.694623655913978,100,228,183,102,0.694623655913978
"Toiyabe","Wall","WA0B4",27,31,2263,1,10,0.238095238095238,142,323,0.694623655913978,100,236,183,102,0.694623655913978
"Toiyabe","Wall","WA0B5",26,31,2267,1,10,0.0952380952380952,142,323,0.694623655913978,100,216,183,102,0.694623655913978
"Toiyabe","Wall","WA0B6",27,31,2321,1,10,0.0952380952380952,142,323,0.694623655913978,100,190,183,102,0.694623655913978
"Toiyabe","Wall","WA0B7",22,31,2372,1,10,0.142857142857143,142,323,0.694623655913978,100,197,183,102,0.694623655913978
"Toiyabe","Wall","WASG01",29,31,2191,1,10,0.285714285714286,101,243,0.706395348837209,100,202,130,60,0.706395348837209
"Toiyabe","Wall","WASG02",31,31,2203,1,10,0.333333333333333,101,243,0.706395348837209,100,221,130,60,0.706395348837209
"Toiyabe","Wall","WASG03",29,31,2192,1,10,0.428571428571429,101,243,0.706395348837209,100,203,130,60,0.706395348837209
"Toiyabe","Wall","WASG04",28,31,2198,1,10,0.285714285714286,101,243,0.706395348837209,100,159,130,60,0.706395348837209
"Toiyabe","Wall","WASG05",30,31,2207,1,10,0.285714285714286,101,243,0.706395348837209,100,202,130,60,0.706395348837209
"Toiyabe","Wall","WASG06",30,31,2206,1,10,0.238095238095238,101,243,0.706395348837209,100,212,130,60,0.706395348837209
"Toiyabe","Wall","WASG07",31,31,2208,1,10,0.0476190476190476,101,243,0.706395348837209,100,171,130,60,0.706395348837209
"Toiyabe","Wall","WASG08",30,31,2214,1,10,0.380952380952381,101,243,0.706395348837209,100,169,130,60,0.706395348837209
"Toiyabe","Wall","WASG09",31,31,2243,1,10,0.142857142857143,142,323,0.694623655913978,100,211,172,85,0.694623655913978
"Toiyabe","Wall","WASG10",30,31,2265,1,10,0.238095238095238,142,323,0.694623655913978,100,192,172,85,0.694623655913978
"Toiyabe","Wall","WASG11",29,31,2254,1,10,0.333333333333333,142,323,0.694623655913978,100,212,172,85,0.694623655913978
"Toiyabe","Wall","WASG12",30,31,2268,1,10,0.238095238095238,142,323,0.694623655913978,100,175,172,85,0.694623655913978
"Toiyabe","Birch","BI0B1",21,31,1900,0.857142857,5,0.0952380952380952,36,105,0.74468085106383,25,206,132,60,0.720588235294118
"Toiyabe","Birch","BI0B2",16,31,1920,0.857142857,5,0.380952380952381,36,105,0.74468085106383,25,205,132,60,0.720588235294118
"Toiyabe","Birch","BI0B3",27,31,1929,0.857142857,5,0.0476190476190476,36,105,0.74468085106383,25,208,132,60,0.720588235294118
"Toiyabe","Birch","BI0B4",11,26,1960,0.857142857,5,0.6875,36,105,0.74468085106383,25,227,132,60,0.720588235294118
"Toiyabe","Birch","BI0B1",22,31,1900,0.875,6,0.0952380952380952,38,98,0.720588235294118,36,206,132,60,0.720588235294118
"Toiyabe","Birch","BI0B2",45,52,1920,0.875,6,0.19047619047619,38,98,0.720588235294118,36,205,132,60,0.720588235294118
"Toiyabe","Birch","BI0B3",26,31,1929,0.875,6,0,38,98,0.720588235294118,36,208,132,60,0.720588235294118
"Toiyabe","Birch","BI0B4",17,31,1960,0.875,6,0.380952380952381,38,98,0.720588235294118,36,227,132,60,0.720588235294118
"Toiyabe","Birch","BISG01",31,31,1923,0.875,6,0.19047619047619,38,98,0.720588235294118,36,220,164,60,0.720588235294118
"Toiyabe","Birch","BISG02",31,31,1919,0.875,6,0.0952380952380952,38,98,0.720588235294118,36,234,164,60,0.720588235294118
"Toiyabe","Birch","BISG03",28,31,1905,0.875,6,0.0476190476190476,38,98,0.720588235294118,36,205,164,60,0.720588235294118
"Toiyabe","Birch","BISG04",14,31,1904,0.875,6,0.142857142857143,38,98,0.720588235294118,36,188,164,60,0.720588235294118
"Toiyabe","Birch","BISG05",30,31,1898,0.875,6,0.0476190476190476,38,98,0.720588235294118,36,215,164,60,0.720588235294118
"Toiyabe","Birch","BISG06",27,31,1894,0.875,6,0.0476190476190476,38,98,0.720588235294118,36,206,164,60,0.720588235294118
"Toiyabe","Birch","BISG07",21,31,1894,0.875,6,0.142857142857143,38,98,0.720588235294118,36,204,164,60,0.720588235294118
"Toiyabe","Birch","BISG08",24,31,1886,0.875,6,0.0476190476190476,38,98,0.720588235294118,36,206,164,60,0.720588235294118
"Monitor","Elkhorn","EH01",18,31,2275,1,4,0.142857142857143,51,144,0.738461538461539,16,202,149,65,0.714912280701754
"Monitor","Elkhorn","EH02",18,31,2318,1,4,0.142857142857143,51,144,0.738461538461539,16,215,149,65,0.714912280701754
"Monitor","Elkhorn","EH03",19,31,2334,1,4,0.0952380952380952,51,144,0.738461538461539,16,180,149,65,0.714912280701754
"Monitor","Elkhorn","EH04",2,31,2351,1,4,0,51,144,0.738461538461539,16,240,149,65,0.714912280701754
"Monitor","Elkhorn","EHSG01",20,31,2307,1,4,0.333333333333333,51,144,0.738461538461539,16,207,163,65,0.714912280701754
"Monitor","Elkhorn","EHSG02",17,31,2302,1,4,0.333333333333333,51,144,0.738461538461539,16,202,163,65,0.714912280701754
"Monitor","Elkhorn","EHSG03",24,31,2307,1,4,0.0476190476190476,51,144,0.738461538461539,16,197,163,65,0.714912280701754
"Monitor","Elkhorn","EHSG04",14,31,2297,1,4,0.142857142857143,51,144,0.738461538461539,16,199,163,65,0.714912280701754
"Monitor","Elkhorn","EHSG05",21,31,2319,1,4,0.0476190476190476,51,144,0.738461538461539,16,205,163,65,0.714912280701754
"Monitor","Elkhorn","EHSG06",22,31,2304,1,4,0,51,144,0.738461538461539,16,202,163,65,0.714912280701754
"Monitor","Elkhorn","EHSG07",16,31,2320,1,4,0.142857142857143,51,144,0.738461538461539,16,213,163,65,0.714912280701754
"Monitor","Elkhorn","EHSG08",17,31,2305,1,4,0.0952380952380952,51,144,0.738461538461539,16,215,163,65,0.714912280701754
"Monitor","Elkhorn","EHSG09",3,31,2325,1,4,0.0476190476190476,51,144,0.738461538461539,16,231,163,65,0.714912280701754
"Monitor","Elkhorn","EHSG10",14,31,2314,1,4,0.0476190476190476,51,144,0.738461538461539,16,242,163,65,0.714912280701754
"Toiyabe","Grass Springs","GS01",13,21,2179,0.875,7,0.761904761904762,47,122,0.72189349112426,49,183,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS02",13,21,2134,0.875,7,0.666666666666667,47,122,0.72189349112426,49,184,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS03",26,31,2085,0.875,7,0.619047619047619,47,122,0.72189349112426,49,229,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS04",31,31,2079,0.875,7,0.238095238095238,47,122,0.72189349112426,49,220,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS05",30,31,2087,0.875,7,0.333333333333333,47,122,0.72189349112426,49,209,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS06",21,21,2108,0.875,7,0.380952380952381,47,122,0.72189349112426,49,205,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS07",18,21,2145,0.875,7,0.476190476190476,47,122,0.72189349112426,49,190,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS08",17,21,2129,0.875,7,0.428571428571429,47,122,0.72189349112426,49,160,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS09",18,21,2078,0.875,7,0.0952380952380952,47,122,0.72189349112426,49,207,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS10",29,30,2062,0.875,7,0.15,47,122,0.72189349112426,49,206,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GSSG01",15,31,2089,0.875,7,0.666666666666667,47,122,0.72189349112426,49,207,182,73,0.713725490196078
"Toiyabe","Grass Springs","GSSG02",27,31,2091,0.875,7,0.285714285714286,47,122,0.72189349112426,49,202,182,73,0.713725490196078
"Toiyabe","Grass Springs","GSSG03",11,31,2090,0.875,7,0.952380952380952,47,122,0.72189349112426,49,199,182,73,0.713725490196078
"Toiyabe","Grass Springs","GSSG04",27,31,2095,0.875,7,0.238095238095238,47,122,0.72189349112426,49,204,182,73,0.713725490196078
"Toiyabe","Grass Springs","GSSG05",23,31,2097,0.875,7,0.523809523809524,47,122,0.72189349112426,49,201,182,73,0.713725490196078
"Toiyabe","Grass Springs","GSSG06",31,31,2099,0.875,7,0.19047619047619,47,122,0.72189349112426,49,203,182,73,0.713725490196078
"Toiyabe","Grass Springs","GSSG07",26,31,2099,0.875,7,0.619047619047619,47,122,0.72189349112426,49,201,182,73,0.713725490196078
"Toiyabe","Grass Springs","GSSG08",31,31,2104,0.875,7,0.238095238095238,47,122,0.72189349112426,49,200,182,73,0.713725490196078
"Toiyabe","Grass Springs","GSSG09",31,31,2112,0.875,7,0.285714285714286,47,122,0.72189349112426,49,187,182,73,0.713725490196078
"Toiyabe","Grass Springs","GSSG10",30,31,2109,0.875,7,0.476190476190476,47,122,0.72189349112426,49,204,182,73,0.713725490196078
"Toiyabe","Grass Springs","GSSG11",31,31,2117,0.875,7,0.428571428571429,47,122,0.72189349112426,49,186,182,73,0.713725490196078
"Toiyabe","Grass Springs","GSSG12",30,31,2110,0.875,7,0.571428571428571,47,122,0.72189349112426,49,196,182,73,0.713725490196078
"Shoshone","Underdown","UN02.2",11,31,2147,1,11,0.380952380952381,48,121,0.715976331360947,121,220,152,81.5,0.721988165680473
"Shoshone","Underdown","UN03.1",22,31,2207,1,11,0.571428571428571,48,121,0.715976331360947,121,213,152,81.5,0.721988165680473
"Shoshone","Underdown","UN03.2",13,31,2246,1,8,0.761904761904762,48,121,0.715976331360947,64,210,152,81.5,0.721988165680473
"Shoshone","Underdown","UN0B1",11,31,2083,1,8,0.380952380952381,27,55,0.670731707317073,64,183,104,60,0.68780487804878
"Shoshone","Underdown","UN0B2",18,31,2129,1,8,0.571428571428571,48,121,0.715976331360947,64,191,175,85,0.728
"Shoshone","Underdown","UN0B3",23,31,2135,1,8,0.428571428571429,48,121,0.715976331360947,64,188,175,85,0.728
"Shoshone","Underdown","UN0B4",27,31,2137,1,8,0.380952380952381,48,121,0.715976331360947,64,206,175,85,0.728
"Shoshone","Underdown","UN0B5",21,31,2231,1,8,0.571428571428571,48,121,0.715976331360947,64,198,175,85,0.728
"Shoshone","Underdown","UN0B6",15,31,2245,1,8,0.80952380952381,48,121,0.715976331360947,64,193,175,85,0.728
"Shoshone","Underdown","UN0B7",24,31,2259,1,8,0.714285714285714,48,121,0.715976331360947,64,203,175,85,0.728
"Toiyabe","Wall","WA03.1",13,31,2151,1,12,0.238095238095238,35,100,0.740740740740741,144,202,109,67,0.695488721804511
"Toiyabe","Wall","WA03.2",22,31,2201,1,12,0.380952380952381,35,100,0.740740740740741,144,231,119.5,74,0.68984962406015
"Toiyabe","Wall","WA04.2",19,31,2303,1,12,0.333333333333333,52,137,0.724867724867725,144,199,148,102,0.694623655913978
"Toiyabe","Wall","WA05.1",26,31,2356,1,12,0,52,137,0.724867724867725,144,193,160,95.5,0.681942178151542
"Toiyabe","Wall","WA05.2",24,31,2414,1,12,0.0952380952380952,52,137,0.724867724867725,144,223,148,102,0.694623655913978
"Toiyabe","Wall","WA06.1",11,31,2405,1,12,0.142857142857143,52,137,0.724867724867725,144,237,160,95.5,0.681942178151542
"Toiyabe","Wall","WA0B1",27,31,2174,1,12,0.19047619047619,35,100,0.740740740740741,144,214,133,81,0.695488721804511
"Toiyabe","Wall","WA0B2",31,31,2212,1,12,0.380952380952381,52,137,0.724867724867725,144,172,183,102,0.694623655913978
"Toiyabe","Wall","WA0B3",24,31,2227,1,12,0,52,137,0.724867724867725,144,228,183,102,0.694623655913978
"Toiyabe","Wall","WA0B4",21,31,2263,1,12,0.523809523809524,52,137,0.724867724867725,144,236,183,102,0.694623655913978
"Toiyabe","Wall","WA0B5",27,31,2267,1,12,0.285714285714286,52,137,0.724867724867725,144,216,183,102,0.694623655913978
"Toiyabe","Wall","WA0B6",28,31,2321,1,12,0.238095238095238,52,137,0.724867724867725,144,190,183,102,0.694623655913978
"Toiyabe","Wall","WA0B7",26,31,2372,1,12,0.238095238095238,52,137,0.724867724867725,144,197,183,102,0.694623655913978
"Toiyabe","Wall","WASG01",28,31,2191,1,12,0.142857142857143,35,100,0.740740740740741,144,202,130,60,0.706395348837209
"Toiyabe","Wall","WASG02",24,31,2203,1,12,0.19047619047619,35,100,0.740740740740741,144,221,130,60,0.706395348837209
"Toiyabe","Wall","WASG03",26,31,2192,1,12,0.0476190476190476,35,100,0.740740740740741,144,203,130,60,0.706395348837209
"Toiyabe","Wall","WASG04",30,31,2198,1,12,0.0952380952380952,35,100,0.740740740740741,144,159,130,60,0.706395348837209
"Toiyabe","Wall","WASG05",26,31,2207,1,12,0.0952380952380952,35,100,0.740740740740741,144,202,130,60,0.706395348837209
"Toiyabe","Wall","WASG06",31,31,2206,1,12,0.0476190476190476,35,100,0.740740740740741,144,212,130,60,0.706395348837209
"Toiyabe","Wall","WASG07",27,31,2208,1,12,0.142857142857143,35,100,0.740740740740741,144,171,130,60,0.706395348837209
"Toiyabe","Wall","WASG08",27,31,2214,1,12,0.142857142857143,35,100,0.740740740740741,144,169,130,60,0.706395348837209
"Toiyabe","Wall","WASG09",21,31,2243,1,12,0.0476190476190476,52,137,0.724867724867725,144,211,172,85,0.694623655913978
"Toiyabe","Wall","WASG10",28,31,2265,1,12,0.285714285714286,52,137,0.724867724867725,144,192,172,85,0.694623655913978
"Toiyabe","Wall","WASG11",29,31,2254,1,12,0.380952380952381,52,137,0.724867724867725,144,212,172,85,0.694623655913978
"Toiyabe","Wall","WASG12",31,31,2268,1,12,0.19047619047619,52,137,0.724867724867725,144,175,172,85,0.694623655913978
"Toiyabe","Birch","BI0B1",24,31,1900,0.8,8,0.285714285714286,96,69,0.418181818181818,64,206,132,60,0.720588235294118
"Toiyabe","Birch","BI0B2",19,31,1920,0.8,8,0.428571428571429,96,69,0.418181818181818,64,205,132,60,0.720588235294118
"Toiyabe","Birch","BI0B3",31,31,1929,0.8,8,0.428571428571429,96,69,0.418181818181818,64,208,132,60,0.720588235294118
"Toiyabe","Birch","BI0B4",21,31,1960,0.8,8,0.285714285714286,96,69,0.418181818181818,64,227,132,60,0.720588235294118
"Monitor","Elkhorn","EH01",31,31,2275,1,6,0.19047619047619,108,101,0.483253588516746,36,202,149,65,0.714912280701754
"Monitor","Elkhorn","EH02",30,31,2318,1,6,0.0952380952380952,108,101,0.483253588516746,36,215,149,65,0.714912280701754
"Monitor","Elkhorn","EH03",30,31,2334,1,6,0.0952380952380952,108,101,0.483253588516746,36,180,149,65,0.714912280701754
"Monitor","Elkhorn","EH04",26,31,2351,1,6,0.19047619047619,108,101,0.483253588516746,36,240,149,65,0.714912280701754
"Toiyabe","Grass Springs","GS01",30,31,2179,0.9,9,0.238095238095238,105,87,0.453125,81,183,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS03",30,31,2085,0.9,9,0.380952380952381,105,87,0.453125,81,229,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS04",30,31,2079,0.9,9,0.333333333333333,105,87,0.453125,81,220,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS05",29,31,2087,0.9,9,0.428571428571429,105,87,0.453125,81,209,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS09",30,31,2078,0.9,9,0.0476190476190476,105,87,0.453125,81,207,159.5,79,0.716134268276847
"Toiyabe","Grass Springs","GS10",30,31,2062,0.9,9,0.19047619047619,105,87,0.453125,81,206,159.5,79,0.716134268276847
"Shoshone","Underdown","UN02.2",13,31,2147,1,13,0.523809523809524,127,98,0.435555555555556,169,220,152,81.5,0.721988165680473
"Shoshone","Underdown","UN03.1",24,31,2207,1,13,0.523809523809524,127,98,0.435555555555556,169,213,152,81.5,0.721988165680473
"Shoshone","Underdown","UN03.2",17,31,2246,1,10,0.857142857142857,127,98,0.435555555555556,100,210,152,81.5,0.721988165680473
"Shoshone","Underdown","UN0B1",10,31,2083,1,10,0.333333333333333,99,48,0.326530612244898,100,183,104,60,0.68780487804878
"Shoshone","Underdown","UN0B2",12,31,2129,1,10,0.619047619047619,127,98,0.435555555555556,100,191,175,85,0.728
"Shoshone","Underdown","UN0B3",28,31,2135,1,10,0.904761904761905,127,98,0.435555555555556,100,188,175,85,0.728
"Shoshone","Underdown","UN0B4",23,31,2137,1,10,0.428571428571429,127,98,0.435555555555556,100,206,175,85,0.728
"Shoshone","Underdown","UN0B5",23,31,2231,1,10,0.428571428571429,127,98,0.435555555555556,100,198,175,85,0.728
"Shoshone","Underdown","UN0B6",27,31,2245,1,10,0.380952380952381,127,98,0.435555555555556,100,193,175,85,0.728
"Shoshone","Underdown","UN0B7",21,31,2259,1,10,0.238095238095238,127,98,0.435555555555556,100,203,175,85,0.728
"Toiyabe","Wall","WA03.1",13,31,2151,1,14,0.142857142857143,106,71,0.401129943502825,196,202,109,67,0.695488721804511
"Toiyabe","Wall","WA03.2",17,31,2201,1,14,0.333333333333333,106,71,0.401129943502825,196,231,119.5,74,0.68984962406015
"Toiyabe","Wall","WA04.2",19,31,2303,1,14,0.285714285714286,129,104,0.446351931330472,196,199,148,102,0.694623655913978
"Toiyabe","Wall","WA05.1",24,31,2356,1,14,0.428571428571429,129,104,0.446351931330472,196,193,160,95.5,0.681942178151542
"Toiyabe","Wall","WA05.2",21,31,2414,1,14,0.476190476190476,129,104,0.446351931330472,196,223,148,102,0.694623655913978
"Toiyabe","Wall","WA06.1",14,31,2405,1,14,0.285714285714286,129,104,0.446351931330472,196,237,160,95.5,0.681942178151542
"Toiyabe","Wall","WA0B1",26,31,2174,1,14,0.285714285714286,106,71,0.401129943502825,196,214,133,81,0.695488721804511
"Toiyabe","Wall","WA0B2",29,31,2212,1,14,0.0476190476190476,129,104,0.446351931330472,196,172,183,102,0.694623655913978
"Toiyabe","Wall","WA0B3",10,31,2227,1,14,0.0476190476190476,129,104,0.446351931330472,196,228,183,102,0.694623655913978
"Toiyabe","Wall","WA0B4",3,31,2263,1,14,0.285714285714286,129,104,0.446351931330472,196,236,183,102,0.694623655913978
"Toiyabe","Wall","WA0B5",22,31,2267,1,14,0.523809523809524,129,104,0.446351931330472,196,216,183,102,0.694623655913978
"Toiyabe","Wall","WA0B6",25,31,2321,1,14,0.0952380952380952,129,104,0.446351931330472,196,190,183,102,0.694623655913978
"Toiyabe","Wall","WA0B7",27,31,2372,1,14,0.428571428571429,129,104,0.446351931330472,196,197,183,102,0.694623655913978
