"range","area","pt","brte","nsamp","elev","pgraze","pgrassf","sppr","propwtr","hillshade","medwtpcp","medpropwtr"
"Shoshone","Barrett","BA01.2",8,31,2180,1,0.428571428571429,41,0.719178082191781,219,112,0.724770642201835
"Shoshone","Barrett","BA02.1",10,31,2263,1,0.523809523809524,41,0.719178082191781,219,112,0.724770642201835
"Shoshone","Barrett","BA02.2",0,31,2282,1,0.80952380952381,41,0.719178082191781,199,112,0.724770642201835
"Shoshone","Barrett","BA03.1",6,31,2364,1,0.476190476190476,58,0.730232558139535,209,157,0.730232558139535
"Shoshone","Barrett","BA03.2",21,31,2395,1,0.761904761904762,58,0.730232558139535,205,157,0.730232558139535
"Shoshone","Barrett","BA04.1",3,31,2455,1,0.285714285714286,58,0.730232558139535,233,157,0.730232558139535
"Shoshone","Barrett","BA04.2",2,31,2468,1,0.523809523809524,58,0.730232558139535,179,157,0.730232558139535
"Shoshone","Barrett","BA05.1",17,31,2518,1,0.380952380952381,58,0.730232558139535,196,157,0.730232558139535
"Shoshone","Barrett","BA05.2",25,31,2554,1,0.523809523809524,58,0.730232558139535,196,157,0.730232558139535
"Shoshone","Barrett","BA06.1",15,31,2640,1,0.19047619047619,54,0.724489795918367,155,142,0.726591760299625
"Shoshone","Barrett","BA06.2",20,31,2679,1,0.19047619047619,54,0.724489795918367,153,142,0.726591760299625
"Shoshone","Becker","BE01.1",14,31,2166,1,0,28,0.695652173913043,163,76,0.695652173913043
"Shoshone","Becker","BE01.2",2,31,2188,1,0.619047619047619,28,0.695652173913043,197,76,0.695652173913043
"Shoshone","Becker","BE02.1",6,31,2241,1,0.523809523809524,55,0.72636815920398,187,146,0.738219895287958
"Shoshone","Becker","BE02.2",3,31,2248,1,0.476190476190476,55,0.72636815920398,228,146,0.738219895287958
"Toiyabe","Birch","BI01.1",7,30,1966,0.875,0.15,38,0.720588235294118,197,105,0.720588235294118
"Toiyabe","Birch","BI01.2",13,31,1991,0.875,0.333333333333333,38,0.720588235294118,229,105,0.720588235294118
"Toiyabe","Birch","BI02.1",8,31,2058,0.875,0.238095238095238,89,0.726153846153846,216,236,0.726153846153846
"Toiyabe","Birch","BI02.2",9,25,2105,0.875,0.4,89,0.726153846153846,111,236,0.726153846153846
"Toiyabe","Birch","BI03.1",4,30,2122,0.875,0.15,89,0.726153846153846,252,236,0.726153846153846
"Toiyabe","Birch","BI03.2",10,31,2153,0.875,0.0952380952380952,80,0.727891156462585,227,214,0.727891156462585
"Toiyabe","Birch","BI03.3",2,31,2158,0.875,0.904761904761905,80,0.727891156462585,221,202.5,0.729845961373055
"Toiyabe","Birch","BI04.1",2,31,2211,0.875,0.238095238095238,80,0.727891156462585,234,214,0.727891156462585
"Toiyabe","Birch","BI04.2",2,31,2231,0.875,0.333333333333333,80,0.727891156462585,239,214,0.727891156462585
"Toiyabe","Birch","BI04.3",6,31,2324,0.875,0.761904761904762,80,0.727891156462585,208,214,0.727891156462585
"Toiyabe","Birch","BI05.1",9,31,2376,0.875,0.285714285714286,80,0.727891156462585,243,202.5,0.729845961373055
"Toiyabe","Birch","BI05.2",9,31,2410,0.875,0.142857142857143,80,0.727891156462585,191,202.5,0.729845961373055
"Toiyabe","Birch","BI06.1",2,31,2484,0.875,0.238095238095238,80,0.727891156462585,197,202.5,0.729845961373055
"Toiyabe","Birch","BI06.2",6,31,2524,0.875,0.285714285714286,80,0.727891156462585,214,202.5,0.729845961373055
"Toiyabe","Birch","BI07.1",3,31,2555,0.75,0.761904761904762,68,0.728,237,177.5,0.729822784810127
"Toiyabe","Birch","BI07.2",2,31,2586,0.75,0.238095238095238,68,0.728,185,177.5,0.729822784810127
"Monitor","Barley","BL01",2,31,2249,1,0.238095238095238,36,0.735294117647059,214,110,0.735294117647059
"Monitor","Barley","BL03",5,31,2225,1,0.238095238095238,36,0.735294117647059,210,110,0.735294117647059
"Monitor","Barley","BL04",5,28,2241,1,0.666666666666667,55,0.744186046511628,214,165,0.744186046511628
"Monitor","Barley","BL05",2,26,2245,1,0.5625,55,0.744186046511628,218,165,0.744186046511628
"Monitor","Barley","BL08",1,31,2275,1,0.666666666666667,55,0.744186046511628,221,165,0.744186046511628
"Monitor","Barley","BL09",3,31,2283,1,0.428571428571429,55,0.744186046511628,220,165,0.744186046511628
"Monitor","Barley","BL11",6,30,2318,1,0.6,55,0.744186046511628,205,165,0.744186046511628
"Monitor","Barley","BL12",10,31,2345,1,0.380952380952381,69,0.756183745583039,229,216,0.756183745583039
"Monitor","Barley","BL13",1,31,2359,1,0.714285714285714,69,0.756183745583039,178,216,0.756183745583039
"Monitor","Barley","BL14",1,31,2376,1,0.523809523809524,69,0.756183745583039,222,216,0.756183745583039
"Monitor","Barley","BL15",1,31,2389,1,0.428571428571429,69,0.756183745583039,246,216,0.756183745583039
"Monitor","Charnoc North","CBN02",2,31,2457,1,0.380952380952381,40,0.753086419753086,245,127.5,0.74320987654321
"Monitor","Dobbin East","DE05.3",7,31,2546,0.125,0.238095238095238,54,0.756756756756757,238,175.5,0.704235090751945
"Monitor","Dobbin East","DE06.1",6,31,2486,0.125,0.285714285714286,54,0.756756756756757,233,175.5,0.704235090751945
"Monitor","Dobbin West","DW01.2",0,31,2311,0.125,0.476190476190476,44,0.754189944134078,199,142,0.694080717488789
"Toiyabe","Jett","JE01.1",3,31,1972,0,0.0952380952380952,18,0.777777777777778,213,73,0.745762711864407
"Toiyabe","Jett","JE01.2",9,31,1978,0,0.142857142857143,18,0.777777777777778,201,73,0.745762711864407
"Toiyabe","Jett","JE01.3",1,30,2016,0,0.05,18,0.777777777777778,200,73,0.745762711864407
"Toiyabe","Jett","JE02.1",0,31,2051,0,0.0476190476190476,58,0.727699530516432,208,166,0.718274111675127
"Toiyabe","Jett","JE02.2",1,31,2085,0,0.19047619047619,58,0.727699530516432,219,166,0.718274111675127
"Toiyabe","Jett","JE02.3",0,31,2115,0,0.238095238095238,58,0.727699530516432,220,166,0.718274111675127
"Toiyabe","Jett","JE03.1",2,31,2143,0,0.142857142857143,58,0.727699530516432,222,166,0.718274111675127
"Toiyabe","Jett","JE03.2",3,30,2156,0,0.3,58,0.727699530516432,196,166,0.718274111675127
"Toiyabe","Jett","JE03.3",2,31,2190,0,0.238095238095238,58,0.727699530516432,126,165,0.692028459416292
"Toquima","Meadow","MD01.2",2,31,2273,1,0.761904761904762,52,0.73469387755102,204,147,0.716294048430049
"Toquima","Moores East","ME01.1",1,31,2543,1,0.476190476190476,49,0.730769230769231,198,133,0.730769230769231
"Toquima","Moores East","ME01.2",1,31,2509,1,0.0476190476190476,49,0.730769230769231,205,133,0.730769230769231
"Toquima","Moores East","ME02.2",0,31,2432,1,0.0952380952380952,49,0.730769230769231,193,133,0.730769230769231
"Toquima","Moores East","ME04.1",1,31,2228,1,0.333333333333333,41,0.728476821192053,208,110,0.728476821192053
"Toquima","Moores East","ME04.2",1,31,2196,1,0.142857142857143,41,0.728476821192053,222,110,0.728476821192053
"Toquima","Moores West","MW02.1",0,31,2222,0.625,0.238095238095238,34,0.732283464566929,224,93,0.732283464566929
"Toquima","Moores West","MW02.2",0,31,2250,0.625,0.238095238095238,34,0.732283464566929,209,93,0.732283464566929
"Toquima","Moores West","MW05.2",1,31,2506,1,0.285714285714286,49,0.730769230769231,221,133,0.730769230769231
"Toquima","Northumberland East","NE01.2",0,31,2291,1,0,56,0.732057416267943,211,153,0.732057416267943
"Toquima","Northumberland East","NE02.1",0,31,2358,1,0,54,0.73134328358209,235,147,0.73134328358209
"Toquima","Northumberland East","NE02.2",1,31,2393,1,0.238095238095238,54,0.73134328358209,243,147,0.73134328358209
"Toquima","Northumberland East","NE03.1",3,31,2474,1,0.476190476190476,70,0.74169741697417,212,201,0.74169741697417
"Toquima","Northumberland West","NW01.1",3,31,2126,1,0.238095238095238,35,0.7265625,188,93,0.7265625
"Toquima","Northumberland West","NW01.2",5,31,2183,1,0.238095238095238,51,0.732984293193717,210,140,0.732984293193717
"Toquima","Northumberland West","NW02.1",1,31,2217,1,0.238095238095238,51,0.732984293193717,209,140,0.732984293193717
"Toquima","Northumberland West","NW04.1",0,31,2446,1,0.333333333333333,61,0.738197424892704,242,172,0.738197424892704
"Toquima","Northumberland West","NW04.2",1,24,2519,1,0,61,0.738197424892704,241,172,0.738197424892704
"Toquima","Northumberland West","NW06.1",0,31,2611,1,0.428571428571429,70,0.74169741697417,176,201,0.74169741697417
"Toquima","Northumberland West","NW06.2",1,31,2687,1,0.523809523809524,70,0.74169741697417,235,201,0.74169741697417
"Toiyabe","Ophir","OP01.1",0,31,1969,0,0.285714285714286,31,0.725663716814159,208,92,0.710227272727273
"Toiyabe","Ophir","OP01.2",0,31,2033,0,0.142857142857143,31,0.725663716814159,161,92,0.710227272727273
"Toiyabe","Ophir","OP02.1",1,31,2093,0,0.0952380952380952,31,0.725663716814159,186,92,0.710227272727273
"Toiyabe","Ophir","OP02.2",0,31,2167,0,0.0952380952380952,31,0.725663716814159,157,92,0.710227272727273
"Toiyabe","Ophir","OP03.1",3,31,2248,0,0.0476190476190476,31,0.725663716814159,212,92,0.710227272727273
"Toiyabe","Ophir","OP03.2",0,31,2278,0,0.380952380952381,31,0.725663716814159,193,92,0.710227272727273
"Toiyabe","Ophir","OP04.1",7,31,2368,0,0.142857142857143,71,0.738007380073801,192,203,0.738007380073801
"Toiyabe","Ophir","OP05.1",3,31,2415,0,0.333333333333333,71,0.738007380073801,217,203,0.738007380073801
"Toiyabe","Ophir","OP06.1",1,31,2558,0,0.476190476190476,71,0.738007380073801,192,201.5,0.727978049011259
"Toiyabe","Ophir","OP06.2",8,31,2626,0,0.428571428571429,71,0.738007380073801,191,203,0.738007380073801
"Shoshone","Riley","RI01.1",24,31,2065,1,0.0952380952380952,35,0.703389830508475,217,94,0.709124634129739
"Shoshone","Riley","RI01.2",7,31,2115,1,0.380952380952381,35,0.703389830508475,182,94,0.709124634129739
"Shoshone","Riley","RI02.1",1,31,2147,1,0.80952380952381,35,0.703389830508475,200,94,0.709124634129739
"Shoshone","Riley","RI02.2",0,31,2182,1,0.523809523809524,35,0.703389830508475,203,94,0.709124634129739
"Shoshone","Riley","RI03.1",1,31,2259,1,0.761904761904762,35,0.703389830508475,221,94,0.709124634129739
"Shoshone","Riley","RI04.1",1,31,2368,1,0.571428571428571,48,0.715976331360947,208,125,0.721988165680473
"Shoshone","Riley","RI04.2",0,31,2412,1,0.857142857142857,48,0.715976331360947,224,125,0.721988165680473
"Shoshone","Riley","RI05.1",0,31,2483,1,0.428571428571429,71,0.736059479553903,210,198,0.733132379073139
"Shoshone","Riley","RI05.2",0,31,2545,1,0.380952380952381,48,0.715976331360947,204,125,0.721988165680473
"Monitor","Ryegrass","RY05",0,31,2337,1,0.380952380952381,42,0.75,197,135,0.730088495575221
"Toiyabe","San Juan","SJ01.1",5,31,2104,1,0.523809523809524,27,0.682352941176471,176,64,0.686798590403904
"Toiyabe","San Juan","SJ01.2",0,31,2117,1,0.476190476190476,37,0.69672131147541,152,89.5,0.707335014712064
"Toiyabe","San Juan","SJ01.3",1,31,2160,1,0.666666666666667,37,0.69672131147541,237,89.5,0.707335014712064
"Toiyabe","San Juan","SJ02.1",6,31,2220,1,0.523809523809524,37,0.69672131147541,236,89.5,0.707335014712064
"Toiyabe","San Juan","SJ02.2",3,31,2230,1,0.428571428571429,37,0.69672131147541,192,89.5,0.707335014712064
"Toiyabe","San Juan","SJ02.3",5,31,2289,1,0.476190476190476,56,0.717171717171717,196,141,0.717560217560218
"Toiyabe","San Juan","SJ03.1",0,31,2338,1,0.476190476190476,56,0.717171717171717,238,141,0.717560217560218
"Toiyabe","San Juan","SJ03.2",1,31,2384,1,0.0952380952380952,56,0.717171717171717,238,141,0.717560217560218
"Toiyabe","San Juan","SJ04.1",6,31,2401,1,0.380952380952381,56,0.717171717171717,194,141,0.717560217560218
"Toiyabe","San Juan","SJ04.2",11,31,2446,1,0.380952380952381,56,0.717171717171717,244,141,0.717560217560218
"Toiyabe","San Juan","SJ05.1",0,31,2504,1,0.380952380952381,56,0.717171717171717,216,141,0.717560217560218
"Toiyabe","San Juan","SJ05.2",1,31,2553,1,0.380952380952381,56,0.717171717171717,190,140,0.717171717171717
"Toiyabe","Summit","SU01.1",1,31,1989,0,0.142857142857143,31,0.725663716814159,176,92,0.706808551617874
"Toiyabe","Summit","SU01.2",0,31,2072,0,0.380952380952381,31,0.725663716814159,149,92,0.706808551617874
"Toiyabe","Summit","SU02.1",1,31,2125,0,0.238095238095238,31,0.725663716814159,193,92,0.706808551617874
"Toiyabe","Summit","SU02.2",0,31,2146,0,0.142857142857143,31,0.725663716814159,190,92,0.706808551617874
"Toiyabe","Summit","SU03.1",5,31,2280,0,0.19047619047619,31,0.725663716814159,214,92,0.706808551617874
"Toiyabe","Summit","SU03.2",0,31,2311,0,0.238095238095238,31,0.725663716814159,211,92,0.706808551617874
"Toiyabe","Summit","SU04.1",0,31,2350,0,0.380952380952381,31,0.725663716814159,156,92,0.706808551617874
"Toiyabe","Summit","SU05.1",6,31,2468,0,0.476190476190476,70,0.736842105263158,247,198,0.730739893211289
"Toiyabe","Summit","SU05.2",7,31,2523,0,0.333333333333333,70,0.736842105263158,223,198,0.730739893211289
"Toiyabe","Summit","SU06.1",1,29,2575,0,0.380952380952381,70,0.736842105263158,151,198,0.730739893211289
"Toiyabe","Summit","SU06.2",2,31,2587,0,0.285714285714286,70,0.736842105263158,127,198,0.730739893211289
"Toiyabe","Stewart","SW00.1",0,31,2605,0,0.619047619047619,59,0.725581395348837,148,160.5,0.714001770338778
"Toiyabe","Stewart","SW03.2",4,31,2897,0,0.80952380952381,89,0.726993865030675,199,238.5,0.706870426491241
"Toiyabe","Stewart","SW05.2",1,31,3067,0,0.571428571428571,89,0.726993865030675,250,238.5,0.706870426491241
"Toiyabe","Stewart","SW06.1",9,31,3162,0,0.523809523809524,88,0.726708074534162,242,235,0.703159862509799
"Shoshone","Underdown","UN01.1",0,31,2027,1,0,27,0.670731707317073,219,70,0.679268292682927
"Shoshone","Underdown","UN02.1",1,31,2114,1,0.619047619047619,27,0.670731707317073,195,70,0.679268292682927
"Shoshone","Underdown","UN04.1",13,31,2296,1,0.714285714285714,48,0.715976331360947,208,125,0.721988165680473
"Shoshone","Underdown","UN04.2",1,31,2365,1,0.714285714285714,71,0.736059479553903,209,198,0.733132379073139
"Shoshone","Underdown","UN07.1",0,31,2634,1,0.904761904761905,71,0.736059479553903,190,198,0.733132379073139
"Shoshone","Underdown","UN07.2",3,31,2657,1,0.714285714285714,71,0.736059479553903,219,198,0.733132379073139
"Toiyabe","Wall","WA01.1",6,31,1938,1,0.0476190476190476,16,0.774647887323944,174,66.5,0.714699792960662
"Toiyabe","Wall","WA01.2",0,31,1984,1,0.333333333333333,34,0.732283464566929,204,103,0.692444444444444
"Toiyabe","Wall","WA02.1",1,31,2037,1,0.142857142857143,34,0.732283464566929,207,103,0.692444444444444
"Toiyabe","Wall","WA04.1",21,31,2260,1,0.238095238095238,52,0.724867724867725,222,148,0.669260700389105
"Monitor","Wallace","WL01",4,31,2134,0.875,0.619047619047619,30,0.741379310344828,212,94,0.728813559322034
"Monitor","Wallace","WL02",2,17,2155,0.875,0.333333333333333,30,0.741379310344828,235,94,0.728813559322034
"Monitor","Wallace","WL04",10,31,2204,1,0.428571428571429,39,0.75,220,128,0.737556561085973
"Monitor","Wallace","WL05",1,31,2313,1,0.428571428571429,39,0.75,174,128,0.737556561085973
"Monitor","Wallace","WL06",4,31,2327,1,0.238095238095238,39,0.75,226,128,0.737556561085973
"Monitor","Wallace","WL07",9,31,2347,1,0.428571428571429,39,0.75,226,128,0.737556561085973
"Monitor","Wallace","WL08",7,31,2364,1,0.619047619047619,39,0.75,190,145.5,0.743778280542986
"Monitor","Wallace","WL09",9,31,2423,1,0.523809523809524,43,0.759776536312849,218,146,0.735537190082645
"Toiyabe","Washington","WS01.1",16,31,2133,1,0.523809523809524,27,0.682352941176471,219,64,0.686798590403904
"Toiyabe","Washington","WS01.2",7,31,2188,1,0.428571428571429,48,0.7,223,114,0.708024691358025
"Toiyabe","Washington","WS01.3",5,31,2212,1,0.238095238095238,48,0.7,240,114,0.708024691358025
"Toiyabe","Washington","WS02.1",7,31,2252,1,0.428571428571429,48,0.7,237,114,0.708024691358025
"Toiyabe","Washington","WS02.2",14,31,2269,1,0.428571428571429,48,0.7,242,114,0.708024691358025
"Toiyabe","Washington","WS02.3",5,31,2295,1,0.238095238095238,48,0.7,232,114,0.708024691358025
"Toiyabe","Washington","WS03.1",9,31,2332,1,0.238095238095238,48,0.7,206,114,0.708024691358025
"Toiyabe","Washington","WS03.2",11,31,2352,1,0.571428571428571,48,0.7,228,114,0.708024691358025
"Toiyabe","Washington","WS03.3",1,31,2395,1,0.380952380952381,81,0.729096989966555,225,218,0.729096989966555
"Toiyabe","Washington","WS04.1",4,31,2443,1,0.619047619047619,81,0.729096989966555,208,218,0.729096989966555
"Toiyabe","Washington","WS04.2",3,31,2485,1,0.80952380952381,81,0.729096989966555,231,218,0.729096989966555
"Toiyabe","Washington","WS04.3",5,31,2503,1,0.571428571428571,81,0.729096989966555,238,218,0.729096989966555
"Toiyabe","Washington","WS05.1",0,31,2539,1,0.428571428571429,81,0.729096989966555,223,218,0.729096989966555
"Toiyabe","Washington","WS05.2",0,31,2570,1,0.714285714285714,81,0.729096989966555,222,218,0.729096989966555
"Toiyabe","Washington","WS05.3",5,31,2585,1,0.619047619047619,81,0.729096989966555,219,218,0.729096989966555
"Shoshone","Underdown","UN01.1",0,31,2027,1,0,99,0.326530612244898,219,70,0.679268292682927
"Shoshone","Underdown","UN02.1",2,31,2114,1,0.380952380952381,99,0.326530612244898,195,70,0.679268292682927
"Shoshone","Underdown","UN04.1",12,31,2296,1,0.666666666666667,127,0.435555555555556,208,125,0.721988165680473
"Shoshone","Underdown","UN04.2",1,31,2365,1,0.714285714285714,157,0.503164556962025,209,198,0.733132379073139
"Shoshone","Underdown","UN07.1",1,31,2634,1,0.666666666666667,157,0.503164556962025,190,198,0.733132379073139
"Shoshone","Underdown","UN07.2",0,31,2657,1,0.619047619047619,157,0.503164556962025,219,198,0.733132379073139
"Toiyabe","Wall","WA04.1",20,31,2260,1,0.380952380952381,129,0.446351931330472,222,148,0.669260700389105
